settlement_id,auth_id,merchant_id,settled_amount,settled_ts,settled_date,currency
s1737,1737,44,3.55,2026-08-06 06:26:00,2026-08-06,USD
s1738,1738,21,30.65,2026-08-05 00:03:00,2026-08-05,USD
s1739,1739,2,37.22,2026-08-06 01:18:00,2026-08-06,USD
s1740,1740,59,18.07,2026-08-06 10:50:00,2026-08-06,USD
s1741,1741,28,47.03,2026-08-06 18:28:00,2026-08-06,USD
s1742,1742,51,11.32,2026-08-06 12:50:00,2026-08-06,USD
s1743,1743,9,67.16,2026-08-05 19:38:00,2026-08-05,USD
s1744,1744,23,60.08,2026-08-06 13:56:00,2026-08-06,USD
s1745,1745,31,43.35,2026-08-05 03:05:00,2026-08-05,USD
s1747,1747,58,26.69,2026-08-06 02:11:00,2026-08-06,USD
s1748,1748,37,138.97,2026-08-06 08:54:00,2026-08-06,USD
s1749,1749,11,42.71,2026-08-06 07:47:00,2026-08-06,USD
s1750,1750,49,60.49,2026-08-06 14:35:00,2026-08-06,USD
s1751,1751,23,21.96,2026-08-06 16:20:00,2026-08-06,USD
s1752,1752,57,4.51,2026-08-06 20:23:00,2026-08-06,USD
s1753,1753,19,41.3,2026-08-05 04:59:00,2026-08-05,USD
s1754,1754,46,31.35,2026-08-07 14:28:00,2026-08-07,USD
s1755,1755,58,142.65,2026-08-07 05:01:00,2026-08-07,USD
s1756,1756,13,87.86,2026-08-06 20:34:00,2026-08-06,USD
s1757,1757,4,56.97,2026-08-14 10:46:00,2026-08-14,USD
s1758,1758,35,24.67,2026-08-08 01:54:00,2026-08-08,USD
s1759,1759,59,52.7,2026-08-06 13:22:00,2026-08-06,USD
s1760,1760,12,18.31,2026-08-05 17:56:00,2026-08-05,USD
s1761,1761,24,42.7,2026-08-06 20:43:00,2026-08-06,USD
s1762,1762,42,172.02,2026-08-05 16:32:00,2026-08-05,USD
s1763,1763,43,10.82,2026-08-06 22:38:00,2026-08-06,USD
s1764,1764,4,26.7,2026-08-07 12:14:00,2026-08-07,USD
s1765,1765,3,16.24,2026-08-06 07:36:00,2026-08-06,USD
s1766,1766,51,24.53,2026-08-06 22:36:00,2026-08-06,USD
s1767,1767,36,38.53,2026-08-05 22:24:00,2026-08-05,USD
s1768,1768,8,17.8,2026-08-06 10:41:00,2026-08-06,USD
s1769,1769,16,31.13,2026-08-06 06:20:00,2026-08-06,USD
s1770,1770,20,10.22,2026-08-07 14:53:00,2026-08-07,USD
s1771,1771,49,19.87,2026-08-06 02:21:00,2026-08-06,USD
s1772,1772,2,4.04,2026-08-05 11:19:00,2026-08-05,USD
s1773,1773,56,16.28,2026-08-06 19:30:00,2026-08-06,USD
s1774,1774,3,25.42,2026-08-06 12:34:00,2026-08-06,USD
s1775,1775,47,38.13,2026-08-05 17:27:00,2026-08-05,USD
s1776,1776,36,54.93,2026-08-07 19:04:00,2026-08-07,USD
s1777,1777,24,24.36,2026-08-05 04:01:00,2026-08-05,USD
s1778,1778,6,20.84,2026-08-08 00:19:00,2026-08-08,USD
s1779,1779,6,25.85,2026-08-05 11:21:00,2026-08-05,USD
s1780,1780,33,9.87,2026-08-06 19:11:00,2026-08-06,USD
s1781,1781,51,2.63,2026-08-06 04:27:00,2026-08-06,USD
s1782,1782,18,16.48,2026-08-06 23:46:00,2026-08-06,USD
s1783,1783,24,16.19,2026-08-06 10:27:00,2026-08-06,USD
s1784,1784,50,24.75,2026-08-06 22:36:00,2026-08-06,USD
s1785,1785,2,31.86,2026-08-05 06:52:00,2026-08-05,USD
s1786,1786,9,2.35,2026-08-06 00:03:00,2026-08-06,USD
s1787,1787,6,27.14,2026-08-07 02:08:00,2026-08-07,USD
s1788,1788,27,63.34,2026-08-07 02:07:00,2026-08-07,USD
s1789,1789,37,9.71,2026-08-05 23:23:00,2026-08-05,USD
s1791,1791,5,79.57,2026-08-06 16:36:00,2026-08-06,USD
s1792,1792,51,8.72,2026-08-05 13:37:00,2026-08-05,USD
s1793,1793,36,54.96,2026-08-06 03:26:00,2026-08-06,USD
s1794,1794,54,62.32,2026-08-07 06:57:00,2026-08-07,USD
s1795,1795,50,16.05,2026-08-07 07:43:00,2026-08-07,USD
s1796,1796,12,49.46,2026-08-06 13:33:00,2026-08-06,USD
s1797,1797,4,23.69,2026-08-06 22:16:00,2026-08-06,USD
s1798,1798,58,14.73,2026-08-06 12:58:00,2026-08-06,USD
s1799,1799,52,26.92,2026-08-06 12:23:00,2026-08-06,USD
s1800,1800,29,32.65,2026-08-06 19:02:00,2026-08-06,USD
s1802,1802,39,11.0,2026-08-09 19:43:00,2026-08-09,USD
s1803,1803,2,43.3,2026-08-06 12:45:00,2026-08-06,USD
s1804,1804,40,18.91,2026-08-05 21:08:00,2026-08-05,USD
s1805,1805,12,9.6,2026-08-05 22:58:00,2026-08-05,USD
s1806,1806,4,6.12,2026-08-07 14:40:00,2026-08-07,USD
s1807,1807,57,34.93,2026-08-07 04:29:00,2026-08-07,USD
s1808,1808,39,89.74,2026-08-05 21:48:00,2026-08-05,USD
s1809,1809,54,58.11,2026-08-05 13:02:00,2026-08-05,USD
s1810,1810,33,17.13,2026-08-06 17:22:00,2026-08-06,USD
s1811,1811,23,41.71,2026-08-06 01:03:00,2026-08-06,USD
s1812,1812,27,34.35,2026-08-08 02:34:00,2026-08-08,USD
s1813,1813,25,46.6,2026-08-07 22:56:00,2026-08-07,USD
s1814,1814,14,51.85,2026-08-12 00:00:00,2026-08-12,USD
s1816,1816,11,81.12,2026-08-06 12:11:00,2026-08-06,USD
s1817,1817,19,6.58,2026-08-06 07:50:00,2026-08-06,USD
s1818,1818,15,1.4,2026-08-06 21:02:00,2026-08-06,USD
s1819,1819,23,8.26,2026-08-06 04:56:00,2026-08-06,USD
s1820,1820,58,11.26,2026-08-09 21:21:00,2026-08-09,USD
s1821,1821,60,63.78,2026-08-06 02:10:00,2026-08-06,USD
s1822,1822,38,143.1,2026-08-09 13:42:00,2026-08-09,USD
s1823,1823,52,47.53,2026-08-06 00:44:00,2026-08-06,USD
s1824,1824,39,48.5,2026-08-07 03:41:00,2026-08-07,USD
s1825,1825,51,38.88,2026-08-07 23:00:00,2026-08-07,USD
s1826,1826,44,27.33,2026-08-06 17:35:00,2026-08-06,USD
s1827,1827,6,29.92,2026-08-06 22:03:00,2026-08-06,USD
s1828,1828,49,91.54,2026-08-07 02:35:00,2026-08-07,USD
s1829,1829,25,41.89,2026-08-06 09:55:00,2026-08-06,USD
s1830,1830,4,3.94,2026-08-06 17:08:00,2026-08-06,USD
s1831,1831,41,83.57,2026-08-06 18:38:00,2026-08-06,USD
s1832,1832,46,6.26,2026-08-10 22:44:00,2026-08-10,USD
s1833,1833,10,14.89,2026-08-09 07:23:00,2026-08-09,USD
s1834,1834,46,64.82,2026-08-06 00:43:00,2026-08-06,USD
s1835,1835,53,232.79,2026-08-08 19:34:00,2026-08-08,USD
s1836,1836,15,31.8,2026-08-08 05:37:00,2026-08-08,USD
s1837,1837,48,31.61,2026-08-06 03:26:00,2026-08-06,USD
s1838,1838,32,6.95,2026-08-08 12:14:00,2026-08-08,USD
s1839,1839,45,24.26,2026-08-06 18:18:00,2026-08-06,USD
s1840,1840,50,49.93,2026-08-06 21:19:00,2026-08-06,USD
s1842,1842,42,29.78,2026-08-05 02:18:00,2026-08-05,USD
s1843,1843,10,5.91,2026-08-06 08:43:00,2026-08-06,USD
s1844,1844,10,6.9,2026-08-09 23:39:00,2026-08-09,USD
s1845,1845,60,7.43,2026-08-05 08:14:00,2026-08-05,USD
s1846,1846,13,55.1,2026-08-06 21:03:00,2026-08-06,USD
s1848,1848,45,19.07,2026-08-06 11:55:00,2026-08-06,USD
s1849,1849,30,48.16,2026-08-06 12:37:00,2026-08-06,USD
s1850,1850,46,7.14,2026-08-06 18:30:00,2026-08-06,USD
s1851,1851,55,13.78,2026-08-10 13:13:00,2026-08-10,USD
s1853,1853,45,48.26,2026-08-06 19:09:00,2026-08-06,USD
s1854,1854,21,58.5,2026-08-06 00:29:00,2026-08-06,USD
s1855,1855,56,14.3,2026-08-09 01:42:00,2026-08-09,USD
s1856,1856,17,60.05,2026-08-06 09:13:00,2026-08-06,USD
s1857,1857,46,58.77,2026-08-06 00:34:00,2026-08-06,USD
s1858,1858,42,34.04,2026-08-09 11:46:00,2026-08-09,USD
s1859,1859,36,11.02,2026-08-06 23:57:00,2026-08-06,USD
s1860,1860,12,7.92,2026-08-06 01:07:00,2026-08-06,USD
s1861,1861,32,57.62,2026-08-05 14:28:00,2026-08-05,USD
s1862,1862,9,35.93,2026-08-05 01:41:00,2026-08-05,USD
s1865,1865,10,26.76,2026-08-06 03:27:00,2026-08-06,USD
s1866,1866,2,30.21,2026-08-07 15:10:00,2026-08-07,USD
s1867,1867,59,18.4,2026-08-06 19:41:00,2026-08-06,USD
s1868,1868,12,47.14,2026-08-06 21:43:00,2026-08-06,USD
s1869,1869,14,4.23,2026-08-08 00:18:00,2026-08-08,USD
s1870,1870,24,143.2,2026-08-06 16:22:00,2026-08-06,USD
s1871,1871,3,22.59,2026-08-06 03:48:00,2026-08-06,USD
s1872,1872,33,19.15,2026-08-06 22:05:00,2026-08-06,USD
s1873,1873,55,27.94,2026-08-06 12:30:00,2026-08-06,USD
s1874,1874,13,8.15,2026-08-10 04:10:00,2026-08-10,USD
s1875,1875,59,5.21,2026-08-06 22:52:00,2026-08-06,USD
s1876,1876,43,5.49,2026-08-07 06:23:00,2026-08-07,USD
s1877,1877,42,7.85,2026-08-05 17:03:00,2026-08-05,USD
s1878,1878,18,15.9,2026-08-06 07:54:00,2026-08-06,USD
s1879,1879,36,34.81,2026-08-06 16:50:00,2026-08-06,USD
s1880,1880,19,40.88,2026-08-05 15:02:00,2026-08-05,USD
s1881,1881,24,15.37,2026-08-10 02:04:00,2026-08-10,USD
s1883,1883,60,44.29,2026-08-06 11:51:00,2026-08-06,USD
s1884,1884,12,32.36,2026-08-06 09:04:00,2026-08-06,USD
s1885,1885,13,17.23,2026-08-06 01:36:00,2026-08-06,USD
s1886,1886,34,23.51,2026-08-05 04:28:00,2026-08-05,USD
s1887,1887,42,11.52,2026-08-06 20:34:00,2026-08-06,USD
s1888,1888,27,6.93,2026-08-07 03:38:00,2026-08-07,USD
s1889,1889,6,47.53,2026-08-06 05:14:00,2026-08-06,USD
s1890,1890,8,12.4,2026-08-07 12:17:00,2026-08-07,USD
s1891,1891,19,13.2,2026-08-05 17:29:00,2026-08-05,USD
s1892,1892,26,12.33,2026-08-06 09:56:00,2026-08-06,USD
s1893,1893,6,29.41,2026-08-06 01:01:00,2026-08-06,USD
s1895,1895,48,26.98,2026-08-05 04:36:00,2026-08-05,USD
s1896,1896,45,26.15,2026-08-05 11:07:00,2026-08-05,USD
s1897,1897,11,37.34,2026-08-12 19:18:00,2026-08-12,USD
s1898,1898,59,14.21,2026-08-09 21:27:00,2026-08-09,USD
s1899,1899,16,15.42,2026-08-07 09:39:00,2026-08-07,USD
s1900,1900,8,3.13,2026-08-08 08:37:00,2026-08-08,USD
s1902,1902,49,24.4,2026-08-06 04:38:00,2026-08-06,USD
s1903,1903,47,17.03,2026-08-06 03:15:00,2026-08-06,USD
s1904,1904,11,101.37,2026-08-08 15:20:00,2026-08-08,USD
s1905,1905,20,123.58,2026-08-06 15:51:00,2026-08-06,USD
s1906,1906,38,14.29,2026-08-07 18:03:00,2026-08-07,USD
s1907,1907,53,18.96,2026-08-06 06:21:00,2026-08-06,USD
s1908,1908,38,11.26,2026-08-10 18:39:00,2026-08-10,USD
s1909,1909,14,27.94,2026-08-07 12:14:00,2026-08-07,USD
s1910,1910,6,26.64,2026-08-07 21:47:00,2026-08-07,USD
s1911,1911,9,9.41,2026-08-06 00:19:00,2026-08-06,USD
s1912,1912,15,26.67,2026-08-07 17:53:00,2026-08-07,USD
s1913,1913,2,27.6,2026-08-06 14:56:00,2026-08-06,USD
s1914,1914,19,11.61,2026-08-05 17:50:00,2026-08-05,USD
s1915,1915,51,31.03,2026-08-06 06:12:00,2026-08-06,USD
s1917,1917,22,14.37,2026-08-07 21:57:00,2026-08-07,USD
s1918,1918,28,68.42,2026-08-07 10:15:00,2026-08-07,USD
s1919,1919,58,39.02,2026-08-09 07:47:00,2026-08-09,USD
s1921,1921,18,12.79,2026-08-07 02:29:00,2026-08-07,USD
s1922,1922,46,5.93,2026-08-05 08:42:00,2026-08-05,USD
s1923,1923,57,38.39,2026-08-06 13:06:00,2026-08-06,USD
s1924,1924,40,87.71,2026-08-06 17:55:00,2026-08-06,USD
s1925,1925,59,15.91,2026-08-09 04:20:00,2026-08-09,USD
s1926,1926,39,47.6,2026-08-09 07:31:00,2026-08-09,USD
s1927,1927,16,35.09,2026-08-05 03:33:00,2026-08-05,USD
s1928,1928,30,37.45,2026-08-10 14:54:00,2026-08-10,USD
s1929,1929,4,72.79,2026-08-06 11:06:00,2026-08-06,USD
s1930,1930,38,34.29,2026-08-06 12:47:00,2026-08-06,USD
s1931,1931,17,10.25,2026-08-06 03:24:00,2026-08-06,USD
s1932,1932,12,21.89,2026-08-08 06:47:00,2026-08-08,USD
s1933,1933,48,19.43,2026-08-06 00:17:00,2026-08-06,USD
s1934,1934,30,144.98,2026-08-06 06:50:00,2026-08-06,USD
s1935,1935,44,22.03,2026-08-06 19:47:00,2026-08-06,USD
s1936,1936,21,28.66,2026-08-06 18:09:00,2026-08-06,USD
s1937,1937,2,8.13,2026-08-06 20:23:00,2026-08-06,USD
s1938,1938,37,16.68,2026-08-09 06:02:00,2026-08-09,USD
s1939,1939,10,30.15,2026-08-06 20:26:00,2026-08-06,USD
s1940,1940,12,181.51,2026-08-05 19:32:00,2026-08-05,USD
s1941,1941,2,40.58,2026-08-06 01:17:00,2026-08-06,USD
s1942,1942,37,35.05,2026-08-05 03:53:00,2026-08-05,USD
s1943,1943,12,68.73,2026-08-05 17:09:00,2026-08-05,USD
s1944,1944,56,20.68,2026-08-05 16:20:00,2026-08-05,USD
s1945,1945,17,26.9,2026-08-08 01:50:00,2026-08-08,USD
s1946,1946,25,123.24,2026-08-06 23:24:00,2026-08-06,USD
s1947,1947,41,1.5,2026-08-06 06:18:00,2026-08-06,USD
s1948,1948,43,6.91,2026-08-05 00:19:00,2026-08-05,USD
s1949,1949,45,11.5,2026-08-10 23:31:00,2026-08-10,USD
s1950,1950,33,109.04,2026-08-06 13:37:00,2026-08-06,USD
s1951,1951,40,42.13,2026-08-06 03:47:00,2026-08-06,USD
s1953,1953,1,18.31,2026-08-06 00:20:00,2026-08-06,USD
s1954,1954,41,96.45,2026-08-09 21:49:00,2026-08-09,USD
s1955,1955,37,36.96,2026-08-06 13:59:00,2026-08-06,USD
s1956,1956,16,21.6,2026-08-06 21:50:00,2026-08-06,USD
s1957,1957,57,8.57,2026-08-08 05:25:00,2026-08-08,USD
s1958,1958,30,8.35,2026-08-06 06:57:00,2026-08-06,USD
s1959,1959,15,50.99,2026-08-10 05:29:00,2026-08-10,USD
s1960,1960,48,71.82,2026-08-07 12:57:00,2026-08-07,USD
s1961,1961,31,24.24,2026-08-06 00:40:00,2026-08-06,USD
s1962,1962,58,96.97,2026-08-06 19:28:00,2026-08-06,USD
s1963,1963,27,46.84,2026-08-06 11:42:00,2026-08-06,USD
s1964,1964,32,2.38,2026-08-06 17:24:00,2026-08-06,USD
s1965,1965,49,27.87,2026-08-06 10:20:00,2026-08-06,USD
s1966,1966,15,39.67,2026-08-06 18:55:00,2026-08-06,USD
s1967,1967,39,20.21,2026-08-06 18:39:00,2026-08-06,USD
s1968,1968,26,27.86,2026-08-06 17:22:00,2026-08-06,USD
s1969,1969,44,44.99,2026-08-06 03:26:00,2026-08-06,USD
s1970,1970,30,26.55,2026-08-07 12:18:00,2026-08-07,USD
s1971,1971,50,12.62,2026-08-06 00:20:00,2026-08-06,USD
s1972,1972,11,7.37,2026-08-06 00:53:00,2026-08-06,USD
s1973,1973,35,9.98,2026-08-06 21:51:00,2026-08-06,USD
s1974,1974,3,20.17,2026-08-07 23:06:00,2026-08-07,USD
s1976,1976,1,8.61,2026-08-05 20:13:00,2026-08-05,USD
s1977,1977,2,24.29,2026-08-10 13:28:00,2026-08-10,USD
s1978,1978,37,40.67,2026-08-05 20:48:00,2026-08-05,USD
s1979,1979,14,10.81,2026-08-06 04:38:00,2026-08-06,USD
s1980,1980,39,104.76,2026-08-09 05:19:00,2026-08-09,USD
s1981,1981,3,4.54,2026-08-06 15:08:00,2026-08-06,USD
s1982,1982,21,40.67,2026-08-08 17:18:00,2026-08-08,USD
s1983,1983,44,58.42,2026-08-05 17:14:00,2026-08-05,USD
s1984,1984,21,67.85,2026-08-07 00:47:00,2026-08-07,USD
s1985,1985,16,15.22,2026-08-06 20:29:00,2026-08-06,USD
s1986,1986,32,38.82,2026-08-06 05:11:00,2026-08-06,USD
s1987,1987,38,33.57,2026-08-05 16:20:00,2026-08-05,USD
s1988,1988,32,19.65,2026-08-06 11:19:00,2026-08-06,USD
s1989,1989,39,9.26,2026-08-06 11:49:00,2026-08-06,USD
s1990,1990,10,2.06,2026-08-08 11:37:00,2026-08-08,USD
s1991,1991,20,22.54,2026-08-06 07:12:00,2026-08-06,USD
s1992,1992,8,26.57,2026-08-06 13:59:00,2026-08-06,USD
s1993,1993,3,24.78,2026-08-06 06:00:00,2026-08-06,USD
s1994,1994,19,71.96,2026-08-06 13:20:00,2026-08-06,USD
s1995,1995,54,68.01,2026-08-08 13:43:00,2026-08-08,USD
s1996,1996,31,5.66,2026-08-06 05:37:00,2026-08-06,USD
s1997,1997,52,2.86,2026-08-05 12:40:00,2026-08-05,USD
s1999,1999,3,8.05,2026-08-05 21:45:00,2026-08-05,USD
s2000,2000,22,5.09,2026-08-06 05:41:00,2026-08-06,USD
s2001,2001,19,12.49,2026-08-09 18:23:00,2026-08-09,USD
s2002,2002,29,10.11,2026-08-06 16:47:00,2026-08-06,USD
s2003,2003,8,9.16,2026-08-06 04:19:00,2026-08-06,USD
s2005,2005,22,65.84,2026-08-06 13:31:00,2026-08-06,USD
s2006,2006,49,82.29,2026-08-07 06:33:00,2026-08-07,USD
s2007,2007,33,15.45,2026-08-06 17:05:00,2026-08-06,USD
s2008,2008,18,69.15,2026-08-06 03:28:00,2026-08-06,USD
s2009,2009,30,34.98,2026-08-06 07:52:00,2026-08-06,USD
s2010,2010,51,14.08,2026-08-07 23:00:00,2026-08-07,USD
s2011,2011,50,61.99,2026-08-05 18:05:00,2026-08-05,USD
s2012,2012,1,6.33,2026-08-06 07:46:00,2026-08-06,USD
s2013,2013,28,32.35,2026-08-06 04:19:00,2026-08-06,USD
s2014,2014,14,36.13,2026-08-07 06:24:00,2026-08-07,USD
s2015,2015,49,1.86,2026-08-07 18:15:00,2026-08-07,USD
s2016,2016,14,3.59,2026-08-06 02:23:00,2026-08-06,USD
s2017,2017,41,39.7,2026-08-06 07:37:00,2026-08-06,USD
s2018,2018,32,28.89,2026-08-06 21:08:00,2026-08-06,USD
s2021,2021,59,6.9,2026-08-05 02:02:00,2026-08-05,USD
s2022,2022,58,9.31,2026-08-07 13:53:00,2026-08-07,USD
s2023,2023,17,7.95,2026-08-06 15:13:00,2026-08-06,USD
s2024,2024,1,12.07,2026-08-06 08:40:00,2026-08-06,USD
s2025,2025,17,40.38,2026-08-07 18:26:00,2026-08-07,USD
s2026,2026,37,54.01,2026-08-09 18:11:00,2026-08-09,USD
s2027,2027,12,35.64,2026-08-08 03:54:00,2026-08-08,USD
s2028,2028,46,10.1,2026-08-06 00:41:00,2026-08-06,USD
s2029,2029,28,16.27,2026-08-06 14:41:00,2026-08-06,USD
s2030,2030,48,15.24,2026-08-07 00:53:00,2026-08-07,USD
s2031,2031,17,16.97,2026-08-06 00:11:00,2026-08-06,USD
s2032,2032,35,12.64,2026-08-05 07:57:00,2026-08-05,USD
s2033,2033,6,54.86,2026-08-06 02:01:00,2026-08-06,USD
s2034,2034,4,64.71,2026-08-06 07:53:00,2026-08-06,USD
s2035,2035,36,31.04,2026-08-09 08:34:00,2026-08-09,USD
s2036,2036,30,27.26,2026-08-06 05:23:00,2026-08-06,USD
s2037,2037,6,50.49,2026-08-06 05:26:00,2026-08-06,USD
s2038,2038,7,8.02,2026-08-05 14:44:00,2026-08-05,USD
s2039,2039,42,47.56,2026-08-07 18:23:00,2026-08-07,USD
s2040,2040,13,18.05,2026-08-06 01:06:00,2026-08-06,USD
s2041,2041,32,13.13,2026-08-06 02:12:00,2026-08-06,USD
s2042,2042,49,38.34,2026-08-06 18:02:00,2026-08-06,USD
s2043,2043,48,33.35,2026-08-05 10:55:00,2026-08-05,USD
s2044,2044,60,38.47,2026-08-06 15:53:00,2026-08-06,USD
s2045,2045,1,26.62,2026-08-07 04:11:00,2026-08-07,USD
s2046,2046,24,6.18,2026-08-09 02:09:00,2026-08-09,USD
s2047,2047,47,48.15,2026-08-06 13:41:00,2026-08-06,USD
s2048,2048,41,22.92,2026-08-06 23:35:00,2026-08-06,USD
s2049,2049,2,14.28,2026-08-05 04:06:00,2026-08-05,USD
s2050,2050,7,12.57,2026-08-06 17:56:00,2026-08-06,USD
s2051,2051,26,67.87,2026-08-07 04:13:00,2026-08-07,USD
s2052,2052,30,20.13,2026-08-06 16:47:00,2026-08-06,USD
s2053,2053,15,18.58,2026-08-06 02:27:00,2026-08-06,USD
s2054,2054,20,8.89,2026-08-08 12:38:00,2026-08-08,USD
s2055,2055,47,94.19,2026-08-06 14:02:00,2026-08-06,USD
s2056,2056,33,12.42,2026-08-06 05:04:00,2026-08-06,USD
s2059,2059,36,25.51,2026-08-05 00:33:00,2026-08-05,USD
s2060,2060,34,40.42,2026-08-07 18:54:00,2026-08-07,USD
s2061,2061,55,6.75,2026-08-07 14:47:00,2026-08-07,USD
s2062,2062,54,32.15,2026-08-05 17:50:00,2026-08-05,USD
s2063,2063,47,16.67,2026-08-06 01:03:00,2026-08-06,USD
s2064,2064,2,130.27,2026-08-08 14:05:00,2026-08-08,USD
s2065,2065,60,12.84,2026-08-06 04:01:00,2026-08-06,USD
s2066,2066,13,84.89,2026-08-06 08:26:00,2026-08-06,USD
s2067,2067,27,10.1,2026-08-06 12:27:00,2026-08-06,USD
s2068,2068,29,147.82,2026-08-09 16:28:00,2026-08-09,USD
s2069,2069,39,85.96,2026-08-05 16:56:00,2026-08-05,USD
s2070,2070,5,28.51,2026-08-06 13:19:00,2026-08-06,USD
s2071,2071,11,60.06,2026-08-06 17:08:00,2026-08-06,USD
s2072,2072,36,48.64,2026-08-07 11:36:00,2026-08-07,USD
s2076,2076,47,42.41,2026-08-06 00:31:00,2026-08-06,USD
s2077,2077,48,18.98,2026-08-05 20:11:00,2026-08-05,USD
s2078,2078,58,9.2,2026-08-05 10:15:00,2026-08-05,USD
s2079,2079,1,14.09,2026-08-08 07:22:00,2026-08-08,USD
s2080,2080,36,5.15,2026-08-09 14:00:00,2026-08-09,USD
s2081,2081,33,18.42,2026-08-06 04:17:00,2026-08-06,USD
s2082,2082,5,65.03,2026-08-05 18:03:00,2026-08-05,USD
s2083,2083,41,3.32,2026-08-14 04:15:00,2026-08-14,USD
s2084,2084,21,15.98,2026-08-05 10:50:00,2026-08-05,USD
s2085,2085,41,21.35,2026-08-06 00:25:00,2026-08-06,USD
s2086,2086,43,104.72,2026-08-06 06:34:00,2026-08-06,USD
s2087,2087,36,20.95,2026-08-08 23:04:00,2026-08-08,USD
s2088,2088,34,26.12,2026-08-06 11:54:00,2026-08-06,USD
s2089,2089,7,13.66,2026-08-06 07:55:00,2026-08-06,USD
s2091,2091,16,24.39,2026-08-05 01:44:00,2026-08-05,USD
s2092,2092,13,9.78,2026-08-05 01:00:00,2026-08-05,USD
s2093,2093,14,20.88,2026-08-07 01:49:00,2026-08-07,USD
s2094,2094,48,4.71,2026-08-06 23:32:00,2026-08-06,USD
s2095,2095,17,4.22,2026-08-08 20:07:00,2026-08-08,USD
s2096,2096,5,10.62,2026-08-05 05:35:00,2026-08-05,USD
s2097,2097,34,130.1,2026-08-06 22:14:00,2026-08-06,USD
s2098,2098,30,8.54,2026-08-05 04:08:00,2026-08-05,USD
s2099,2099,58,9.31,2026-08-07 15:21:00,2026-08-07,USD
s2100,2100,54,11.43,2026-08-08 09:35:00,2026-08-08,USD
s2101,2101,1,63.15,2026-08-06 05:41:00,2026-08-06,USD
s2102,2102,17,35.5,2026-08-06 12:37:00,2026-08-06,USD
s2103,2103,3,22.81,2026-08-06 21:30:00,2026-08-06,USD
s2104,2104,2,21.29,2026-08-07 18:54:00,2026-08-07,USD
s2105,2105,59,9.02,2026-08-06 06:12:00,2026-08-06,USD
s2106,2106,24,67.6,2026-08-07 19:34:00,2026-08-07,USD
s2107,2107,56,17.9,2026-08-05 03:47:00,2026-08-05,USD
s2108,2108,28,77.67,2026-08-05 02:24:00,2026-08-05,USD
s2109,2109,31,121.6,2026-08-06 07:42:00,2026-08-06,USD
s2111,2111,8,24.85,2026-08-06 03:20:00,2026-08-06,USD
s2112,2112,31,13.19,2026-08-05 15:21:00,2026-08-05,USD
s2113,2113,52,13.1,2026-08-06 04:24:00,2026-08-06,USD
s2114,2114,55,56.93,2026-08-06 13:48:00,2026-08-06,USD
s2115,2115,48,79.51,2026-08-05 02:28:00,2026-08-05,USD
s2116,2116,7,74.21,2026-08-06 15:42:00,2026-08-06,USD
s2117,2117,47,42.27,2026-08-06 22:29:00,2026-08-06,USD
s2118,2118,43,28.36,2026-08-08 17:33:00,2026-08-08,USD
s2119,2119,54,7.99,2026-08-06 21:13:00,2026-08-06,USD
s2120,2120,10,10.65,2026-08-06 15:26:00,2026-08-06,USD
s2121,2121,45,5.99,2026-08-08 13:57:00,2026-08-08,USD
s2122,2122,43,107.62,2026-08-06 22:21:00,2026-08-06,USD
s2124,2124,34,193.62,2026-08-07 19:54:00,2026-08-07,USD
s2125,2125,29,9.53,2026-08-07 14:03:00,2026-08-07,USD
s2126,2126,48,9.99,2026-08-06 02:37:00,2026-08-06,USD
s2127,2127,46,23.09,2026-08-06 23:53:00,2026-08-06,USD
s2128,2128,9,22.5,2026-08-05 03:48:00,2026-08-05,USD
s2129,2129,5,46.54,2026-08-06 05:39:00,2026-08-06,USD
s2130,2130,57,37.03,2026-08-06 05:06:00,2026-08-06,USD
s2131,2131,54,18.63,2026-08-06 23:26:00,2026-08-06,USD
s2132,2132,37,10.93,2026-08-05 14:29:00,2026-08-05,USD
s2134,2134,3,19.69,2026-08-06 12:36:00,2026-08-06,USD
s2135,2135,15,23.46,2026-08-05 18:02:00,2026-08-05,USD
s2136,2136,48,3.64,2026-08-06 03:44:00,2026-08-06,USD
s2137,2137,39,8.19,2026-08-07 17:55:00,2026-08-07,USD
s2138,2138,6,3.24,2026-08-06 01:08:00,2026-08-06,USD
s2139,2139,54,24.47,2026-08-08 11:13:00,2026-08-08,USD
s2141,2141,47,14.2,2026-08-08 05:02:00,2026-08-08,USD
s2142,2142,35,109.45,2026-08-06 07:39:00,2026-08-06,USD
s2143,2143,3,13.76,2026-08-06 07:13:00,2026-08-06,USD
s2144,2144,12,23.02,2026-08-05 10:18:00,2026-08-05,USD
s2145,2145,22,124.56,2026-08-06 22:50:00,2026-08-06,USD
s2146,2146,14,24.09,2026-08-08 05:37:00,2026-08-08,USD
s2147,2147,28,14.78,2026-08-06 10:48:00,2026-08-06,USD
s2148,2148,39,4.09,2026-08-05 07:31:00,2026-08-05,USD
s2149,2149,26,9.99,2026-08-05 12:11:00,2026-08-05,USD
s2150,2150,39,43.81,2026-08-06 18:08:00,2026-08-06,USD
s2151,2151,12,20.6,2026-08-07 13:54:00,2026-08-07,USD
s2152,2152,18,23.38,2026-08-08 22:01:00,2026-08-08,USD
s2153,2153,57,36.4,2026-08-06 10:55:00,2026-08-06,USD
