auth_id,merchant_id,card_token,auth_amount,auth_ts,auth_date,currency
7579,15,tok_03977,18.65,2026-08-15 19:00:00,2026-08-15,USD
7580,35,tok_02225,26.75,2026-08-15 07:01:00,2026-08-15,USD
7581,20,tok_04584,8.23,2026-08-15 04:10:00,2026-08-15,USD
7582,57,tok_00372,4.68,2026-08-15 02:53:00,2026-08-15,USD
7583,38,tok_01795,77.81,2026-08-15 19:13:00,2026-08-15,USD
7584,33,tok_03073,23.83,2026-08-15 07:09:00,2026-08-15,USD
7585,38,tok_02114,26.51,2026-08-15 20:53:00,2026-08-15,USD
7586,35,tok_03756,26.14,2026-08-15 22:19:00,2026-08-15,USD
7587,53,tok_00696,6.11,2026-08-15 14:51:00,2026-08-15,USD
7588,58,tok_03890,8.59,2026-08-15 04:20:00,2026-08-15,USD
7589,15,tok_04034,5.34,2026-08-15 17:56:00,2026-08-15,USD
7590,49,tok_03023,25.25,2026-08-15 22:41:00,2026-08-15,USD
7591,26,tok_01373,35.62,2026-08-15 23:53:00,2026-08-15,USD
7592,36,tok_04435,3.92,2026-08-15 21:15:00,2026-08-15,USD
7593,35,tok_04800,15.37,2026-08-15 15:18:00,2026-08-15,USD
7594,9,tok_02284,9.35,2026-08-15 05:45:00,2026-08-15,USD
7595,14,tok_03151,14.63,2026-08-15 11:36:00,2026-08-15,USD
7596,48,tok_02014,58.97,2026-08-15 22:57:00,2026-08-15,USD
7597,11,tok_02892,4.1,2026-08-15 00:02:00,2026-08-15,USD
7598,13,tok_03056,66.79,2026-08-15 07:00:00,2026-08-15,USD
7599,22,tok_01327,64.99,2026-08-15 20:27:00,2026-08-15,USD
7600,34,tok_04156,50.57,2026-08-15 21:28:00,2026-08-15,USD
7601,10,tok_00721,10.45,2026-08-15 20:13:00,2026-08-15,USD
7602,60,tok_03640,6.21,2026-08-15 22:53:00,2026-08-15,USD
7603,60,tok_03445,47.49,2026-08-15 14:41:00,2026-08-15,USD
7604,28,tok_03305,6.2,2026-08-15 22:18:00,2026-08-15,USD
7605,32,tok_03037,24.0,2026-08-15 20:43:00,2026-08-15,USD
7606,12,tok_00958,29.22,2026-08-15 10:05:00,2026-08-15,USD
7607,9,tok_01350,14.85,2026-08-15 03:24:00,2026-08-15,USD
7608,39,tok_04049,56.82,2026-08-15 12:19:00,2026-08-15,USD
7609,21,tok_02085,43.02,2026-08-15 07:08:00,2026-08-15,USD
7610,35,tok_00650,10.59,2026-08-15 02:23:00,2026-08-15,USD
7611,54,tok_01766,1.58,2026-08-15 11:16:00,2026-08-15,USD
7612,33,tok_01255,32.3,2026-08-15 22:26:00,2026-08-15,USD
7613,37,tok_02371,21.77,2026-08-15 23:49:00,2026-08-15,USD
7614,45,tok_01620,97.0,2026-08-15 14:59:00,2026-08-15,USD
7615,36,tok_00698,32.1,2026-08-15 02:03:00,2026-08-15,USD
7616,11,tok_02817,9.71,2026-08-15 23:15:00,2026-08-15,USD
7617,55,tok_00875,32.16,2026-08-15 14:42:00,2026-08-15,USD
7618,11,tok_02826,39.38,2026-08-15 11:07:00,2026-08-15,USD
7619,28,tok_00054,22.19,2026-08-15 17:16:00,2026-08-15,USD
7620,32,tok_02275,39.68,2026-08-15 15:27:00,2026-08-15,USD
7621,6,tok_03404,37.76,2026-08-15 13:15:00,2026-08-15,USD
7622,59,tok_02794,59.15,2026-08-15 11:29:00,2026-08-15,USD
7623,51,tok_00831,52.05,2026-08-15 16:56:00,2026-08-15,USD
7624,25,tok_02166,30.32,2026-08-15 17:27:00,2026-08-15,USD
7625,20,tok_00066,3.96,2026-08-15 23:17:00,2026-08-15,USD
7626,55,tok_01565,21.65,2026-08-15 18:04:00,2026-08-15,USD
7627,22,tok_04009,62.28,2026-08-15 19:07:00,2026-08-15,USD
7628,25,tok_01605,71.68,2026-08-15 10:16:00,2026-08-15,USD
7629,58,tok_02850,14.04,2026-08-15 18:52:00,2026-08-15,USD
7630,21,tok_00377,8.39,2026-08-15 03:58:00,2026-08-15,USD
7631,18,tok_03902,41.01,2026-08-15 22:25:00,2026-08-15,USD
7632,53,tok_02826,24.47,2026-08-15 15:19:00,2026-08-15,USD
7633,36,tok_00090,15.02,2026-08-15 21:31:00,2026-08-15,USD
7634,59,tok_04522,26.55,2026-08-15 23:48:00,2026-08-15,USD
7635,37,tok_02889,33.33,2026-08-15 08:01:00,2026-08-15,USD
7636,17,tok_02092,98.41,2026-08-15 03:52:00,2026-08-15,USD
7637,7,tok_02456,14.26,2026-08-15 10:21:00,2026-08-15,USD
7638,45,tok_04159,12.72,2026-08-15 13:51:00,2026-08-15,USD
7639,8,tok_02373,25.9,2026-08-15 00:33:00,2026-08-15,USD
7640,32,tok_02196,24.18,2026-08-15 04:01:00,2026-08-15,USD
7641,60,tok_02639,13.11,2026-08-15 16:09:00,2026-08-15,USD
7642,2,tok_04066,141.8,2026-08-15 12:10:00,2026-08-15,USD
7643,24,tok_03934,22.3,2026-08-15 03:21:00,2026-08-15,USD
7644,25,tok_00955,31.52,2026-08-15 12:52:00,2026-08-15,USD
7645,27,tok_04221,26.2,2026-08-15 18:41:00,2026-08-15,USD
7646,29,tok_00085,6.43,2026-08-15 06:03:00,2026-08-15,USD
7647,17,tok_04493,5.78,2026-08-15 12:37:00,2026-08-15,USD
7648,43,tok_04393,60.4,2026-08-15 20:47:00,2026-08-15,USD
7649,57,tok_00149,48.14,2026-08-15 19:47:00,2026-08-15,USD
7650,32,tok_00053,8.1,2026-08-15 04:34:00,2026-08-15,USD
7651,45,tok_02368,9.21,2026-08-15 18:30:00,2026-08-15,USD
7652,33,tok_00782,3.79,2026-08-15 13:04:00,2026-08-15,USD
7653,44,tok_03053,22.36,2026-08-15 03:34:00,2026-08-15,USD
7654,37,tok_01966,21.01,2026-08-15 13:54:00,2026-08-15,USD
7655,34,tok_04612,36.42,2026-08-15 06:47:00,2026-08-15,USD
7656,12,tok_03741,32.35,2026-08-15 06:59:00,2026-08-15,USD
7657,60,tok_03097,56.0,2026-08-15 11:31:00,2026-08-15,USD
7658,12,tok_01807,50.82,2026-08-15 21:01:00,2026-08-15,USD
7659,33,tok_01773,6.25,2026-08-15 06:22:00,2026-08-15,USD
7660,44,tok_01145,22.34,2026-08-15 23:29:00,2026-08-15,USD
7661,52,tok_00212,12.85,2026-08-15 19:42:00,2026-08-15,USD
7662,19,tok_00159,31.31,2026-08-15 04:26:00,2026-08-15,USD
7663,16,tok_03051,39.85,2026-08-15 02:10:00,2026-08-15,USD
7664,4,tok_03281,27.54,2026-08-15 12:23:00,2026-08-15,USD
7665,29,tok_03527,4.97,2026-08-15 06:25:00,2026-08-15,USD
7666,59,tok_01969,11.83,2026-08-15 06:22:00,2026-08-15,USD
7667,25,tok_00838,25.19,2026-08-15 22:20:00,2026-08-15,USD
7668,40,tok_03347,12.2,2026-08-15 10:38:00,2026-08-15,USD
7669,9,tok_01006,44.34,2026-08-15 19:38:00,2026-08-15,USD
7670,58,tok_01791,14.27,2026-08-15 08:55:00,2026-08-15,USD
7671,16,tok_03826,19.1,2026-08-15 14:41:00,2026-08-15,USD
7672,4,tok_03371,35.97,2026-08-15 02:56:00,2026-08-15,USD
7673,6,tok_01349,15.18,2026-08-15 21:16:00,2026-08-15,USD
7674,60,tok_02422,36.17,2026-08-15 16:11:00,2026-08-15,USD
7675,13,tok_02503,21.26,2026-08-15 12:35:00,2026-08-15,USD
7676,15,tok_01894,3.37,2026-08-15 18:53:00,2026-08-15,USD
7677,57,tok_00107,24.59,2026-08-15 15:03:00,2026-08-15,USD
7678,56,tok_00010,13.8,2026-08-15 03:10:00,2026-08-15,USD
7679,2,tok_01219,39.59,2026-08-15 04:58:00,2026-08-15,USD
7680,48,tok_04627,59.25,2026-08-15 04:12:00,2026-08-15,USD
7681,52,tok_01336,9.02,2026-08-15 10:07:00,2026-08-15,USD
7682,18,tok_03285,46.02,2026-08-15 00:17:00,2026-08-15,USD
7683,45,tok_04849,22.11,2026-08-15 05:00:00,2026-08-15,USD
7684,39,tok_02583,50.82,2026-08-15 08:02:00,2026-08-15,USD
7685,11,tok_01085,149.55,2026-08-15 23:29:00,2026-08-15,USD
7686,48,tok_01551,53.4,2026-08-15 16:44:00,2026-08-15,USD
7687,4,tok_02185,10.95,2026-08-15 17:48:00,2026-08-15,USD
7688,13,tok_01857,47.9,2026-08-15 19:07:00,2026-08-15,USD
7689,60,tok_03199,9.92,2026-08-15 01:40:00,2026-08-15,USD
7690,17,tok_00968,68.46,2026-08-16 08:13:00,2026-08-16,USD
7691,59,tok_01493,10.92,2026-08-16 11:14:00,2026-08-16,USD
7692,43,tok_04894,86.67,2026-08-16 02:42:00,2026-08-16,USD
7693,17,tok_02063,32.03,2026-08-16 00:22:00,2026-08-16,USD
7694,27,tok_04183,34.93,2026-08-16 20:39:00,2026-08-16,USD
7695,16,tok_03144,3.64,2026-08-16 15:14:00,2026-08-16,USD
7696,3,tok_01300,13.62,2026-08-16 22:56:00,2026-08-16,USD
7697,51,tok_03910,20.16,2026-08-16 05:47:00,2026-08-16,USD
7698,46,tok_01905,12.82,2026-08-16 00:33:00,2026-08-16,USD
7699,43,tok_00402,44.34,2026-08-16 17:03:00,2026-08-16,USD
7700,59,tok_04192,58.24,2026-08-16 15:06:00,2026-08-16,USD
7701,38,tok_00453,61.6,2026-08-16 09:51:00,2026-08-16,USD
7702,19,tok_03004,98.62,2026-08-16 21:23:00,2026-08-16,USD
7703,38,tok_01133,5.28,2026-08-16 06:45:00,2026-08-16,USD
7704,31,tok_03320,17.23,2026-08-16 19:13:00,2026-08-16,USD
7705,4,tok_04184,17.21,2026-08-16 08:17:00,2026-08-16,USD
7706,48,tok_00326,5.62,2026-08-16 03:04:00,2026-08-16,USD
7707,48,tok_02002,18.09,2026-08-16 08:00:00,2026-08-16,USD
7708,33,tok_02867,15.85,2026-08-16 07:31:00,2026-08-16,USD
7709,53,tok_04212,15.36,2026-08-16 17:07:00,2026-08-16,USD
7710,16,tok_02670,57.43,2026-08-16 00:14:00,2026-08-16,USD
7711,43,tok_04507,3.65,2026-08-16 12:19:00,2026-08-16,USD
7712,47,tok_01629,28.2,2026-08-16 22:54:00,2026-08-16,USD
7713,37,tok_02619,34.09,2026-08-16 18:36:00,2026-08-16,USD
7714,60,tok_02196,42.4,2026-08-16 10:49:00,2026-08-16,USD
7715,12,tok_01139,22.47,2026-08-16 12:27:00,2026-08-16,USD
7716,50,tok_03431,44.93,2026-08-16 15:02:00,2026-08-16,USD
7717,11,tok_01788,26.14,2026-08-16 09:14:00,2026-08-16,USD
7718,49,tok_04674,62.73,2026-08-16 09:41:00,2026-08-16,USD
7719,21,tok_01810,15.8,2026-08-16 10:38:00,2026-08-16,USD
7720,5,tok_00623,14.93,2026-08-16 10:28:00,2026-08-16,USD
7721,12,tok_00644,147.58,2026-08-16 04:57:00,2026-08-16,USD
7722,24,tok_02471,21.55,2026-08-16 11:11:00,2026-08-16,USD
7723,1,tok_02159,77.28,2026-08-16 23:25:00,2026-08-16,USD
7724,8,tok_02760,63.11,2026-08-16 21:58:00,2026-08-16,USD
7725,55,tok_00402,26.3,2026-08-16 02:55:00,2026-08-16,USD
7726,26,tok_00767,38.13,2026-08-16 15:03:00,2026-08-16,USD
7727,41,tok_00724,22.77,2026-08-16 03:58:00,2026-08-16,USD
7728,5,tok_03869,8.95,2026-08-16 23:39:00,2026-08-16,USD
7729,46,tok_00504,61.35,2026-08-16 23:25:00,2026-08-16,USD
7730,38,tok_02182,27.6,2026-08-16 05:11:00,2026-08-16,USD
7731,7,tok_01616,14.48,2026-08-16 10:57:00,2026-08-16,USD
7732,50,tok_01812,15.48,2026-08-16 05:00:00,2026-08-16,USD
7733,44,tok_04316,12.73,2026-08-16 01:48:00,2026-08-16,USD
7734,48,tok_01887,30.4,2026-08-16 23:04:00,2026-08-16,USD
7735,27,tok_02248,24.16,2026-08-16 08:04:00,2026-08-16,USD
7736,5,tok_01181,23.86,2026-08-16 04:40:00,2026-08-16,USD
7737,49,tok_00177,37.8,2026-08-16 18:10:00,2026-08-16,USD
7738,39,tok_04793,17.4,2026-08-16 07:44:00,2026-08-16,USD
7739,38,tok_01528,24.26,2026-08-16 02:43:00,2026-08-16,USD
7740,13,tok_03402,14.43,2026-08-16 10:31:00,2026-08-16,USD
7741,29,tok_00431,10.85,2026-08-16 05:56:00,2026-08-16,USD
7742,20,tok_04426,12.54,2026-08-16 16:26:00,2026-08-16,USD
7743,26,tok_04736,50.56,2026-08-16 12:12:00,2026-08-16,USD
7744,2,tok_04164,59.41,2026-08-16 07:43:00,2026-08-16,USD
7745,57,tok_01070,10.15,2026-08-16 17:14:00,2026-08-16,USD
7746,2,tok_01410,43.44,2026-08-16 09:31:00,2026-08-16,USD
7747,53,tok_00909,16.98,2026-08-16 18:48:00,2026-08-16,USD
7748,34,tok_00737,14.09,2026-08-16 13:38:00,2026-08-16,USD
7749,26,tok_00733,46.93,2026-08-16 11:53:00,2026-08-16,USD
7750,39,tok_00092,7.4,2026-08-16 19:55:00,2026-08-16,USD
7751,14,tok_02185,54.45,2026-08-16 19:13:00,2026-08-16,USD
7752,55,tok_03840,38.58,2026-08-16 04:32:00,2026-08-16,USD
7753,12,tok_00418,27.41,2026-08-16 19:54:00,2026-08-16,USD
7754,2,tok_00307,3.51,2026-08-16 06:27:00,2026-08-16,USD
7755,32,tok_02365,18.47,2026-08-16 21:32:00,2026-08-16,USD
7756,60,tok_01609,156.66,2026-08-16 02:27:00,2026-08-16,USD
7757,32,tok_00984,4.36,2026-08-16 04:17:00,2026-08-16,USD
7758,36,tok_02618,65.42,2026-08-16 09:29:00,2026-08-16,USD
7759,11,tok_03893,14.79,2026-08-16 09:59:00,2026-08-16,USD
7760,56,tok_04815,18.61,2026-08-16 20:44:00,2026-08-16,USD
7761,17,tok_04999,15.48,2026-08-16 02:29:00,2026-08-16,USD
7762,40,tok_03641,23.77,2026-08-16 01:59:00,2026-08-16,USD
7763,32,tok_04756,170.99,2026-08-16 00:12:00,2026-08-16,USD
7764,54,tok_02646,9.39,2026-08-16 21:36:00,2026-08-16,USD
7765,56,tok_04483,37.71,2026-08-16 02:36:00,2026-08-16,USD
7766,41,tok_01016,45.61,2026-08-16 11:17:00,2026-08-16,USD
7767,18,tok_03702,89.78,2026-08-16 01:43:00,2026-08-16,USD
7768,24,tok_03500,73.94,2026-08-16 21:35:00,2026-08-16,USD
7769,50,tok_00437,19.45,2026-08-16 18:49:00,2026-08-16,USD
7770,45,tok_04432,27.68,2026-08-16 21:29:00,2026-08-16,USD
7771,12,tok_03189,8.86,2026-08-16 09:24:00,2026-08-16,USD
7772,38,tok_04178,110.23,2026-08-16 06:37:00,2026-08-16,USD
7773,16,tok_00473,30.4,2026-08-16 08:40:00,2026-08-16,USD
7774,2,tok_01974,2.01,2026-08-16 09:52:00,2026-08-16,USD
7775,36,tok_02140,15.29,2026-08-16 21:02:00,2026-08-16,USD
7776,32,tok_01295,32.19,2026-08-16 12:07:00,2026-08-16,USD
7777,15,tok_02183,43.5,2026-08-16 16:30:00,2026-08-16,USD
7778,21,tok_01599,32.59,2026-08-16 16:26:00,2026-08-16,USD
7779,50,tok_00144,31.18,2026-08-16 12:30:00,2026-08-16,USD
7780,17,tok_01117,8.33,2026-08-16 21:54:00,2026-08-16,USD
7781,44,tok_04661,97.94,2026-08-16 20:18:00,2026-08-16,USD
7782,34,tok_03155,35.91,2026-08-16 05:27:00,2026-08-16,USD
7783,25,tok_03403,22.6,2026-08-16 20:23:00,2026-08-16,USD
7784,48,tok_04021,11.55,2026-08-16 22:01:00,2026-08-16,USD
7785,24,tok_00485,14.82,2026-08-16 12:30:00,2026-08-16,USD
7786,39,tok_04525,110.5,2026-08-16 23:49:00,2026-08-16,USD
7787,38,tok_02005,53.29,2026-08-16 22:59:00,2026-08-16,USD
7788,55,tok_01786,5.42,2026-08-16 06:19:00,2026-08-16,USD
7789,6,tok_00443,8.27,2026-08-16 04:57:00,2026-08-16,USD
7790,39,tok_02576,22.9,2026-08-16 12:08:00,2026-08-16,USD
7791,41,tok_00441,28.24,2026-08-16 01:36:00,2026-08-16,USD
7792,34,tok_00076,28.39,2026-08-16 16:27:00,2026-08-16,USD
7793,9,tok_00655,54.47,2026-08-16 19:43:00,2026-08-16,USD
7794,36,tok_01560,37.31,2026-08-16 03:27:00,2026-08-16,USD
7795,2,tok_00132,187.32,2026-08-16 14:17:00,2026-08-16,USD
7796,5,tok_01985,18.11,2026-08-16 16:11:00,2026-08-16,USD
7797,47,tok_02175,9.54,2026-08-16 10:44:00,2026-08-16,USD
7798,35,tok_04470,11.36,2026-08-16 00:36:00,2026-08-16,USD
7799,10,tok_00808,25.0,2026-08-16 15:17:00,2026-08-16,USD
7800,6,tok_01654,12.49,2026-08-16 00:12:00,2026-08-16,USD
7801,4,tok_02572,72.53,2026-08-16 10:13:00,2026-08-16,USD
7802,28,tok_04793,22.43,2026-08-16 13:33:00,2026-08-16,USD
7803,32,tok_02079,20.04,2026-08-16 19:46:00,2026-08-16,USD
7804,24,tok_03289,9.2,2026-08-16 20:39:00,2026-08-16,USD
7805,46,tok_02515,20.58,2026-08-16 00:07:00,2026-08-16,USD
7806,15,tok_03638,19.08,2026-08-16 06:24:00,2026-08-16,USD
7807,14,tok_00054,84.75,2026-08-16 02:26:00,2026-08-16,USD
7808,5,tok_01221,60.62,2026-08-16 14:15:00,2026-08-16,USD
7809,40,tok_03807,14.84,2026-08-16 18:22:00,2026-08-16,USD
7810,54,tok_00638,24.5,2026-08-16 17:24:00,2026-08-16,USD
7811,49,tok_01370,18.41,2026-08-16 14:52:00,2026-08-16,USD
7812,12,tok_04355,12.0,2026-08-16 10:45:00,2026-08-16,USD
7813,11,tok_01201,17.12,2026-08-16 17:18:00,2026-08-16,USD
7814,59,tok_01730,25.2,2026-08-16 05:24:00,2026-08-16,USD
7815,51,tok_01170,5.47,2026-08-16 00:19:00,2026-08-16,USD
7816,49,tok_00423,25.52,2026-08-16 22:33:00,2026-08-16,USD
7817,54,tok_04898,61.66,2026-08-16 20:35:00,2026-08-16,USD
7818,30,tok_00791,8.03,2026-08-16 19:11:00,2026-08-16,USD
7819,41,tok_04494,19.56,2026-08-16 20:59:00,2026-08-16,USD
7820,44,tok_01252,189.59,2026-08-16 15:15:00,2026-08-16,USD
7821,58,tok_03349,36.2,2026-08-16 20:36:00,2026-08-16,USD
7822,3,tok_03827,27.75,2026-08-16 21:45:00,2026-08-16,USD
7823,18,tok_00187,17.68,2026-08-16 15:36:00,2026-08-16,USD
7824,18,tok_03313,38.86,2026-08-16 05:07:00,2026-08-16,USD
7825,32,tok_00894,46.58,2026-08-16 22:44:00,2026-08-16,USD
7826,1,tok_04100,18.99,2026-08-16 13:06:00,2026-08-16,USD
7827,21,tok_01377,122.65,2026-08-16 11:14:00,2026-08-16,USD
7828,52,tok_03987,16.84,2026-08-16 16:41:00,2026-08-16,USD
7829,11,tok_01376,35.68,2026-08-16 12:38:00,2026-08-16,USD
7830,23,tok_04853,14.11,2026-08-16 19:20:00,2026-08-16,USD
7831,24,tok_00250,31.83,2026-08-16 07:38:00,2026-08-16,USD
7832,25,tok_04439,86.93,2026-08-16 05:25:00,2026-08-16,USD
7833,40,tok_01794,6.46,2026-08-16 09:51:00,2026-08-16,USD
7834,60,tok_00904,42.27,2026-08-16 23:50:00,2026-08-16,USD
7835,35,tok_03343,28.97,2026-08-16 18:27:00,2026-08-16,USD
7836,33,tok_04688,9.99,2026-08-16 07:51:00,2026-08-16,USD
7837,17,tok_03437,36.83,2026-08-16 10:36:00,2026-08-16,USD
7838,45,tok_03120,39.83,2026-08-16 21:48:00,2026-08-16,USD
7839,1,tok_00367,21.32,2026-08-16 19:23:00,2026-08-16,USD
7840,50,tok_00770,122.3,2026-08-16 10:40:00,2026-08-16,USD
7841,44,tok_02144,49.71,2026-08-16 13:48:00,2026-08-16,USD
7842,37,tok_02529,27.33,2026-08-16 16:02:00,2026-08-16,USD
7843,40,tok_02775,71.94,2026-08-16 01:40:00,2026-08-16,USD
7844,22,tok_04934,11.06,2026-08-16 16:45:00,2026-08-16,USD
7845,1,tok_00841,16.27,2026-08-16 05:21:00,2026-08-16,USD
7846,2,tok_04126,22.49,2026-08-16 09:59:00,2026-08-16,USD
7847,54,tok_01652,94.77,2026-08-16 01:43:00,2026-08-16,USD
7848,31,tok_04186,13.3,2026-08-16 23:06:00,2026-08-16,USD
7849,30,tok_00574,10.93,2026-08-16 14:34:00,2026-08-16,USD
7850,39,tok_04452,20.26,2026-08-16 22:48:00,2026-08-16,USD
7851,4,tok_04824,21.41,2026-08-16 12:24:00,2026-08-16,USD
7852,40,tok_03852,12.57,2026-08-16 03:30:00,2026-08-16,USD
7853,21,tok_00495,23.63,2026-08-16 02:50:00,2026-08-16,USD
7854,53,tok_01915,42.78,2026-08-16 13:04:00,2026-08-16,USD
7855,43,tok_03970,14.57,2026-08-16 22:34:00,2026-08-16,USD
7856,48,tok_03119,73.62,2026-08-16 23:38:00,2026-08-16,USD
7857,2,tok_03478,7.27,2026-08-16 04:53:00,2026-08-16,USD
7858,51,tok_03369,3.43,2026-08-16 14:33:00,2026-08-16,USD
7859,36,tok_03474,9.34,2026-08-16 22:17:00,2026-08-16,USD
7860,36,tok_00576,15.61,2026-08-16 07:56:00,2026-08-16,USD
7861,31,tok_03869,5.52,2026-08-16 00:32:00,2026-08-16,USD
7862,25,tok_00202,256.22,2026-08-16 04:07:00,2026-08-16,USD
7863,37,tok_02223,42.65,2026-08-16 11:03:00,2026-08-16,USD
7864,36,tok_00602,23.18,2026-08-16 17:08:00,2026-08-16,USD
7865,51,tok_00699,36.89,2026-08-16 11:20:00,2026-08-16,USD
7866,25,tok_03360,20.37,2026-08-16 13:17:00,2026-08-16,USD
7867,48,tok_01808,10.9,2026-08-16 17:16:00,2026-08-16,USD
7868,44,tok_00341,14.61,2026-08-16 16:01:00,2026-08-16,USD
7869,38,tok_03557,23.14,2026-08-16 01:59:00,2026-08-16,USD
7870,54,tok_00742,87.83,2026-08-16 04:47:00,2026-08-16,USD
7871,16,tok_03075,10.15,2026-08-16 19:52:00,2026-08-16,USD
7872,28,tok_01776,17.34,2026-08-16 03:32:00,2026-08-16,USD
7873,40,tok_04186,48.1,2026-08-16 10:35:00,2026-08-16,USD
7874,10,tok_01192,12.56,2026-08-16 10:24:00,2026-08-16,USD
7875,52,tok_04121,24.88,2026-08-16 11:25:00,2026-08-16,USD
7876,59,tok_01128,23.16,2026-08-16 16:38:00,2026-08-16,USD
7877,26,tok_02929,4.45,2026-08-16 08:45:00,2026-08-16,USD
7878,34,tok_01761,22.34,2026-08-16 02:26:00,2026-08-16,USD
7879,13,tok_01964,17.22,2026-08-16 03:25:00,2026-08-16,USD
7880,53,tok_00828,15.08,2026-08-16 05:45:00,2026-08-16,USD
7881,21,tok_01464,72.0,2026-08-16 08:25:00,2026-08-16,USD
7882,58,tok_00360,50.55,2026-08-16 02:45:00,2026-08-16,USD
7883,15,tok_03676,6.67,2026-08-16 09:23:00,2026-08-16,USD
7884,30,tok_02635,11.32,2026-08-16 18:04:00,2026-08-16,USD
7885,38,tok_02468,43.38,2026-08-16 16:30:00,2026-08-16,USD
7886,10,tok_04956,22.66,2026-08-16 02:52:00,2026-08-16,USD
7887,14,tok_03690,8.34,2026-08-16 21:49:00,2026-08-16,USD
7888,9,tok_04014,21.04,2026-08-16 21:29:00,2026-08-16,USD
7889,3,tok_00557,35.05,2026-08-16 10:28:00,2026-08-16,USD
7890,45,tok_03545,6.29,2026-08-16 18:35:00,2026-08-16,USD
7891,21,tok_03165,68.57,2026-08-16 00:01:00,2026-08-16,USD
7892,39,tok_00026,24.51,2026-08-16 10:48:00,2026-08-16,USD
7893,39,tok_02693,26.28,2026-08-16 05:00:00,2026-08-16,USD
7894,9,tok_02176,8.45,2026-08-16 16:09:00,2026-08-16,USD
7895,19,tok_00363,13.36,2026-08-16 05:17:00,2026-08-16,USD
7896,41,tok_01575,73.01,2026-08-16 14:49:00,2026-08-16,USD
7897,7,tok_01309,30.82,2026-08-16 20:42:00,2026-08-16,USD
7898,14,tok_03756,26.25,2026-08-16 20:53:00,2026-08-16,USD
7899,28,tok_03498,67.42,2026-08-16 11:40:00,2026-08-16,USD
7900,5,tok_04564,57.14,2026-08-16 23:55:00,2026-08-16,USD
7901,42,tok_03015,13.78,2026-08-16 00:42:00,2026-08-16,USD
7902,57,tok_03030,30.78,2026-08-16 23:32:00,2026-08-16,USD
7903,34,tok_03757,56.87,2026-08-16 02:49:00,2026-08-16,USD
7904,24,tok_03720,75.84,2026-08-16 12:58:00,2026-08-16,USD
7905,13,tok_04513,13.85,2026-08-16 05:12:00,2026-08-16,USD
7906,12,tok_00251,34.38,2026-08-16 04:19:00,2026-08-16,USD
7907,23,tok_01516,13.26,2026-08-16 12:52:00,2026-08-16,USD
7908,32,tok_01618,12.82,2026-08-16 07:16:00,2026-08-16,USD
7909,59,tok_01964,29.06,2026-08-16 09:52:00,2026-08-16,USD
7910,53,tok_04949,4.57,2026-08-16 18:19:00,2026-08-16,USD
7911,32,tok_04878,16.79,2026-08-16 11:35:00,2026-08-16,USD
7912,60,tok_03594,5.55,2026-08-16 21:05:00,2026-08-16,USD
7913,8,tok_04137,19.94,2026-08-16 03:11:00,2026-08-16,USD
7914,19,tok_03141,54.43,2026-08-16 12:42:00,2026-08-16,USD
7915,43,tok_02292,6.89,2026-08-16 04:51:00,2026-08-16,USD
7916,38,tok_03772,9.4,2026-08-16 04:46:00,2026-08-16,USD
7917,39,tok_02446,44.65,2026-08-16 19:04:00,2026-08-16,USD
7918,21,tok_01826,46.91,2026-08-16 10:28:00,2026-08-16,USD
7919,19,tok_02224,6.54,2026-08-16 09:38:00,2026-08-16,USD
7920,47,tok_03055,28.78,2026-08-16 17:42:00,2026-08-16,USD
7921,5,tok_04277,18.72,2026-08-16 00:38:00,2026-08-16,USD
7922,37,tok_04542,9.59,2026-08-16 08:48:00,2026-08-16,USD
7923,34,tok_03088,159.54,2026-08-16 04:52:00,2026-08-16,USD
7924,1,tok_02542,60.76,2026-08-16 07:08:00,2026-08-16,USD
7925,30,tok_03037,17.62,2026-08-16 02:21:00,2026-08-16,USD
7926,15,tok_02586,37.71,2026-08-16 19:51:00,2026-08-16,USD
7927,14,tok_01141,7.33,2026-08-16 09:53:00,2026-08-16,USD
7928,39,tok_01500,55.6,2026-08-16 22:36:00,2026-08-16,USD
7929,22,tok_00143,4.21,2026-08-16 11:42:00,2026-08-16,USD
7930,49,tok_01613,78.83,2026-08-16 22:47:00,2026-08-16,USD
7931,50,tok_02081,42.73,2026-08-16 03:02:00,2026-08-16,USD
7932,23,tok_04377,114.82,2026-08-16 02:37:00,2026-08-16,USD
7933,58,tok_01121,10.59,2026-08-16 17:43:00,2026-08-16,USD
7934,2,tok_00989,11.39,2026-08-16 04:05:00,2026-08-16,USD
7935,10,tok_03369,39.91,2026-08-16 22:35:00,2026-08-16,USD
7936,2,tok_02657,5.42,2026-08-16 07:46:00,2026-08-16,USD
7937,2,tok_00431,12.03,2026-08-16 03:52:00,2026-08-16,USD
7938,57,tok_00842,31.93,2026-08-16 03:57:00,2026-08-16,USD
7939,33,tok_01118,9.66,2026-08-16 00:41:00,2026-08-16,USD
7940,8,tok_02753,6.48,2026-08-16 10:10:00,2026-08-16,USD
7941,9,tok_04756,6.6,2026-08-16 14:31:00,2026-08-16,USD
7942,29,tok_02866,39.89,2026-08-16 18:09:00,2026-08-16,USD
7943,14,tok_04539,3.54,2026-08-16 03:32:00,2026-08-16,USD
7944,21,tok_04622,19.53,2026-08-16 09:19:00,2026-08-16,USD
7945,25,tok_00579,61.88,2026-08-16 18:05:00,2026-08-16,USD
